"numero_dpe","date_etablissement_dpe","etiquette_dpe","type_batiment","surface_habitable_logement","adresse_ban","type_energie_n1","conso_chauffage_ef","conso_ecs_ef","conso_refroidissement_ef","conso_eclairage_ef","conso_auxiliaires_ef","conso_chauffage_ep","conso_ecs_ep","conso_refroidissement_ep","conso_eclairage_ep","conso_auxiliaires_ep","cout_chauffage","cout_ecs","cout_refroidissement","cout_eclairage","cout_auxiliaires","type_dpe"
"2101N0940151B","2021-12-16","B","appartement",52.1,"75 Rue Antoine Manigand 01540 Vonnas","Électricité",844,705.9,0,21.2,0,1941.2,2289.2,0,48.8,0,181.5,151.8,0,98.8,0,"existant"
"2101N0866500I","2021-12-06","C","appartement",67.9,"Avenue du Jura 01630 Sergy","Électricité",3231.1,1942.7,0,147.2,49.1,3263,1961.6,0,338.7,112.9,363.7,218.7,0,42.7,14.2,"existant"
"2101N0868891H","2021-12-07","C","appartement",60.9,"Chemin des Meuniers 01280 Prévessin-Moëns","Électricité",3646.9,1866.2,0,121.9,103.1,3707.8,1888.5,0,280.3,237.2,414,210.6,0,35.4,29.9,"existant"
"2101N0884568G","2021-12-08","C","appartement",41.2,"457 Avenue de Vessy 01210 Ornex","Gaz naturel",1551,3016.8,0,100.5,215.8,1767.4,3016.8,0,231.2,496.3,219.2,372.4,0,29.2,62.6,"existant"
"2101N0886363H","2021-12-08","C","appartement",109.8,"457 Avenue de Vessy 01210 Ornex","Gaz naturel",5455.5,3432.9,0,268.2,575.5,6216.5,3432.9,0,616.8,1323.7,646.3,354.5,0,65.7,141,"existant"
"2101N0900971D","2021-12-10","A","maison",187,"Chemin du Haut de Fontaine 01480 Savigneux","Électricité",791,624,0,395.4,0,1819.3,2023.6,0,909.4,0,162,128,0,81,0,"existant"
"2101N0874609F","2021-12-07","C","maison",80.3,"Route du Domaine du Loup 01540 Vonnas","Gaz naturel",3741,1522,0,169.2,9.4,3838.5,2162.5,0,389.2,21.6,424,169,0,49,3,"existant"
"2101N0940168S","2021-12-16","B","appartement",69.8,"75 Rue Antoine Manigand 01540 Vonnas","Électricité",1221.2,779.9,0,28.4,0,2808.8,2529.3,0,65.4,0,262.6,167.7,0,132.3,0,"existant"
"2101N0880164W","2021-12-08","A","maison",109.2,"Route de Marboz 01340 Foissiat","Électricité",991,715,0,225.7,37.6,2279.3,2318.7,0,519.2,86.5,210,151,0,48,8,"existant"
"2101N0883777V","2021-12-08","C","appartement",39.9,"457 Avenue de Vessy 01210 Ornex","Gaz naturel",1028.4,2969.7,0,97.3,208.9,1171.9,2969.7,0,223.8,480.4,145.3,366.6,0,28.2,60.6,"existant"
"2101N0868972K","2021-12-07","C","appartement",40.4,"Chemin des Meuniers 01280 Prévessin-Moëns","Électricité",2420.7,1571.7,0,80.9,68.5,2461.1,1590.5,0,186.1,157.4,274.8,177.4,0,23.5,19.9,"existant"
"2101N0883558K","2021-12-08","C","appartement",65.7,"457 Avenue de Vessy 01210 Ornex","Gaz naturel",2403.8,2551.5,0,160.5,344.4,2739.1,2551.5,0,369.1,792.2,339.7,315,0,46.6,99.9,"existant"
"2101N0868978Q","2021-12-07","C","appartement",40.4,"Chemin des Meuniers 01280 Prévessin-Moëns","Électricité",2419.5,1571.3,0,80.9,68.4,2459.9,1590.2,0,186,157.4,274.6,177.3,0,23.5,19.8,"existant"
"2101N0868892I","2021-12-07","C","appartement",40.4,"Chemin des Meuniers 01280 Prévessin-Moëns","Électricité",2420.7,1571.7,0,80.9,68.5,2461.1,1590.5,0,186.1,157.4,274.8,177.4,0,23.5,19.9,"existant"
"2101N0939614K","2021-12-16","B","appartement",69.8,"75 Rue Antoine Manigand 01540 Vonnas","Électricité",1201.8,779.9,0,28.4,0,2764.1,2529.3,0,65.4,0,258.4,167.7,0,132.3,0,"existant"
"2101N0939228O","2021-12-16","B","appartement",87,"75 Rue Antoine Manigand 01540 Vonnas","Électricité",1711.3,1083.7,0,35.5,0,3936.1,3514.5,0,81.6,0,368,233,0,164.9,0,"existant"
"2101N0939198K","2021-12-16","A","maison",98.4,"Rue de Chassin 01400 Neuville-les-Dames","Électricité",1351.3,552.3,0,223.3,105.8,3107.9,1270.2,0,513.5,243.2,280.3,114.5,0,46.3,21.9,"existant"
"2101N0940166Q","2021-12-16","B","appartement",52.9,"75 Rue Antoine Manigand 01540 Vonnas","Électricité",752.9,709.2,0,21.6,0,1731.7,2300,0,49.6,0,161.9,152.5,0,100.3,0,"existant"
"2101N0883199P","2021-12-08","C","appartement",39.9,"457 Avenue de Vessy 01210 Ornex","Gaz naturel",1028.4,2969.7,0,97.3,208.9,1171.9,2969.7,0,223.8,480.4,145.3,366.6,0,28.2,60.6,"existant"
"2101N0886120Y","2021-12-08","C","appartement",56.3,"457 Avenue de Vessy 01210 Ornex","Gaz naturel",2284.8,2364,0,137.6,295.3,2603.5,2364,0,316.4,679.1,322.9,291.8,0,39.9,85.7,"existant"
"2101N1027101H","2021-12-13","A","maison",120.9,"Passage du Saule 01390 Civrieux","Électricité",1405,488,0,229.4,14.3,3231.5,1582.6,0,527.7,33,292,101,0,48,3,"existant"
"2101N0831260Y","2021-12-01","B","maison",105.8,"Lotissement Coteaux du Soleil 01600 Misérieux","Gaz naturel",4470,751,0,219.5,11.6,4515.5,2435.5,0,504.7,26.6,503,209,0,61,3,"existant"
"2101N0872091J","2021-12-07","A","maison",102.9,"Route de Sainte Olive 01400 Sandrans","Électricité",1850,711,0,208.3,0,4255,2305.8,0,479,0,360,138,0,41,0,"existant"
"2101N0875135L","2021-12-07","A","maison",107.7,"Rue de la Mairie 01120 Thil","Électricité",1941,687,0,215.7,40.4,4464.3,2227.9,0,496.1,93,374,133,0,42,8,"existant"
"2101N0939238Y","2021-12-16","B","appartement",69.8,"75 Rue Antoine Manigand 01540 Vonnas","Électricité",1083,992.2,0,28.4,0,2490.9,3217.7,0,65.4,0,232.9,213.3,0,132.3,0,"existant"
"2101N0932620K","2021-12-15","A","maison",134.1,"Chemin de la Cote Colliard 01800 Meximieux","Électricité",2543,623,0,269.4,16.8,5848.9,2020.4,0,619.7,38.7,474,116,0,50,3,"existant"
"2101N0940161L","2021-12-16","B","appartement",52.1,"75 Rue Antoine Manigand 01540 Vonnas","Électricité",1123.6,705.9,0,21.2,0,2584.3,2289.2,0,48.8,0,241.6,151.8,0,98.8,0,"existant"
"2101N0899741V","2021-12-10","B","maison",100.8,"59 Route de Belley 01300 Chazey-Bons","Bois – Granulés (pellets) ou briquettes",4214,712,0,213.7,0,5433.4,2309,0,491.4,0,400,155,0,47,0,"existant"
"2101N0851382W","2021-12-05","C","maison",102.9,"Allée de Montessuis 01330 Villars-les-Dombes","Gaz naturel",3762,1645,0,212.9,59.2,3793.2,2341.4,0,489.8,136,411,180,0,62,17,"existant"
"2101N0913340W","2021-12-12","A","maison",104.7,"Rue du Grelozet 01150 Blyes","Électricité",1589,631,0,230.5,0,3654.7,2046.3,0,530.1,0,318,126,0,46,0,"existant"
"2101N0883014M","2021-12-08","C","appartement",84.6,"457 Avenue de Vessy 01210 Ornex","Gaz naturel",3369.8,2929.1,0,206.6,443.4,3839.8,2929.1,0,475.2,1019.9,451.6,338.4,0,59.5,127.7,"existant"
"2101N0939234U","2021-12-16","B","appartement",69.8,"75 Rue Antoine Manigand 01540 Vonnas","Électricité",1083,992.2,0,28.4,0,2490.9,3217.7,0,65.4,0,232.9,213.3,0,132.3,0,"existant"
"2101N0966281B","2021-12-20","B","maison",108.1,"Les Petites Mures 01400 Châtillon-sur-Chalaronne","Bois – Granulés (pellets) ou briquettes",5195,1054,0,228.6,0,5443.3,3418.1,0,525.8,0,345,249,0,54,0,"existant"
"2101N0885511N","2021-12-08","C","appartement",56.4,"457 Avenue de Vessy 01210 Ornex","Gaz naturel",2123,2364.4,0,137.6,295.4,2419.1,2364.4,0,316.6,679.4,300,291.9,0,39.9,85.7,"existant"
"2101N0912511Z","2021-12-12","C","maison",109.5,"Grande Rue des Brevonnes 01390 Saint-Marcel","Gaz naturel",4268,1683,0,232.6,41,4499.4,2398.7,0,534.9,94.4,483,180,0,67,12,"existant"
"2101N0885639L","2021-12-08","C","appartement",41.1,"457 Avenue de Vessy 01210 Ornex","Gaz naturel",1327.1,3015,0,100.4,215.5,1512.2,3015,0,231,495.7,187.5,372.2,0,29.1,62.5,"existant"
"2101N0885282S","2021-12-08","C","appartement",39.9,"457 Avenue de Vessy 01210 Ornex","Gaz naturel",1250.6,2969.7,0,97.3,208.9,1425,2969.7,0,223.8,480.4,176.7,366.6,0,28.2,60.6,"existant"
"2101N0939244E","2021-12-16","A","appartement",52.9,"75 Rue Antoine Manigand 01540 Vonnas","Électricité",0,0,0,21.6,0,0,0,0,49.6,0,0,0,0,100.3,0,"existant"
"2101N0954573T","2021-12-19","A","maison",99,"Route de Feillens 01380 Bâgé-le-Châtel","Électricité",1318.8,464.7,0,201,125.6,3033.2,1068.9,0,462.2,288.9,278.6,98.2,0,42.5,26.5,"existant"
"2101N0912307D","2021-12-12","C","maison",96.9,"Lotissement les Brovonnes 01390 Saint-Marcel","Gaz naturel",4430,1567,0,209.8,49.4,4574.3,2231.5,0,482.5,113.5,483,165,0,61,14,"existant"
"2101N0940157H","2021-12-16","A","appartement",52.9,"75 Rue Antoine Manigand 01540 Vonnas","Électricité",564.3,709.2,0,21.6,0,1297.9,2300,0,49.6,0,121.3,152.5,0,100.3,0,"existant"
"2101N0939240A","2021-12-16","B","appartement",52.1,"75 Rue Antoine Manigand 01540 Vonnas","Électricité",1435.4,898,0,21.2,0,3301.5,2912.2,0,48.8,0,308.6,193.1,0,98.8,0,"existant"
"2101N0908004Q","2021-12-12","A","maison",123.1,"Chemin de Chanoz 01160 Priay","Électricité",1544,494,0,247,46.3,3551.2,1602,0,568.2,106.5,312,100,0,50,9,"existant"
"2101N0939223J","2021-12-16","B","appartement",68.1,"75 Rue Antoine Manigand 01540 Vonnas","Électricité",1601,983.1,0,27.8,0,3682.3,3188.3,0,63.8,0,344.2,211.4,0,129.1,0,"existant"
"2101N0911947H","2021-12-12","A","maison",106.6,"Rue de la Mairie 01120 Thil","Électricité",2017,685,0,224.1,39.5,4639.1,2221.5,0,515.3,90.9,387,131,0,43,8,"existant"
"2101N0882719D","2021-12-08","C","appartement",39.9,"457 Avenue de Vessy 01210 Ornex","Gaz naturel",1250.6,2969.7,0,97.3,208.9,1425,2969.7,0,223.8,480.4,176.7,366.6,0,28.2,60.6,"existant"
"2101N0892201V","2021-12-09","B","maison",122.8,"Chemin du Vieux Nant 01630 Saint-Jean-de-Gonville","Électricité",2402,1146,0,235.5,15.7,5524.6,3716.5,0,541.7,36.1,437,208,0,43,3,"existant"
"2101N0869226E","2021-12-07","C","maison",141.7,"Allée des Chênes 01280 Prévessin-Moëns","Gaz naturel",8316.9,4774.2,0,303.7,421.8,8426.6,4818.1,0,698.4,970,708.3,403.5,0,88.1,122.3,"existant"
"2101N0837088C","2021-12-02","A","maison",128.8,"Creux de Chene 01300 Peyrieu","Électricité",1854,658,0,269.1,15,4264.2,2133.9,0,618.9,34.4,360,128,0,52,3,"existant"
"2101N0961147P","2021-12-20","A","maison",113.2,"18 Chemin du Noyant 01800 Saint-Maurice-de-Gourdans","Électricité",1922,589,0,224.5,56.1,4420.6,1910.1,0,516.3,129.1,373,114,0,44,11,"existant"
"2101N0883960W","2021-12-08","A","maison",61.4,"Route du Domaine du Loup 01540 Vonnas","Électricité",903,440,0,132.1,29.4,2076.9,1426.9,0,303.9,67.5,211,103,0,31,7,"existant"
"2101N0912832I","2021-12-12","A","maison",85,"Lotissement la Marche 01640 Jujurieux","Électricité",1326,557,0,172,40.5,3049.8,1806.4,0,395.7,93.1,271,114,0,35,8,"existant"
"2101N0835890A","2021-12-01","A","maison",93.4,"Rue des Peupliers 01420 Corbonod","Électricité",1194,682,0,193.3,79.6,2746.2,2211.7,0,444.6,183.1,248,142,0,40,17,"existant"
"2101N0913460M","2021-12-12","A","maison",113.7,"Rue de la Mairie 01120 Thil","Électricité",1732,563,0,253.4,14.1,3983.6,1825.8,0,582.9,32.4,343,111,0,50,3,"existant"
"2101N0939230Q","2021-12-16","B","appartement",68.1,"75 Rue Antoine Manigand 01540 Vonnas","Électricité",1368.2,983.1,0,27.8,0,3146.9,3188.3,0,63.8,0,294.2,211.4,0,129.1,0,"existant"
"2101N0946482O","2021-12-18","B","maison",94.4,"Clos Michel 01470 Briord","Bois – Granulés (pellets) ou briquettes",4921,789,0,197.3,0,5533.3,2558.7,0,453.7,0,379,187,0,47,0,"existant"
"2101N0868900Q","2021-12-07","C","appartement",47.7,"Chemin des Meuniers 01280 Prévessin-Moëns","Gaz naturel",2856.4,1708.2,0,95.5,80.8,2904.1,1728.7,0,219.6,185.8,324.2,192.8,0,27.7,23.4,"existant"
"2101N0985326O","2021-12-22","C","maison",97.5,"Chemin des Varennes 01600 Reyrieux","Gaz naturel",3866,2549,0,181.2,24.2,3881.6,3616.1,0,416.8,55.6,393,260,0,53,7,"existant"
"2101N0940153D","2021-12-16","A","appartement",69.8,"75 Rue Antoine Manigand 01540 Vonnas","Électricité",847.7,779.9,0,28.4,0,1949.8,2529.3,0,65.4,0,182.3,167.7,0,132.3,0,"existant"
"2101N0939225L","2021-12-16","B","appartement",52.1,"75 Rue Antoine Manigand 01540 Vonnas","Électricité",1256.8,898,0,21.2,0,2890.7,2912.2,0,48.8,0,270.2,193.1,0,98.8,0,"existant"
"2101N0911495X","2021-12-14","A","maison",100.3,"Belley","Électricité",1325,525,0,203,47.8,3047.5,1702.6,0,466.9,109.8,277,110,0,42,10,"existant"
"2101N0971699L","2021-12-21","C","maison",96.1,"Grande Rue des Brevonnes 01390 Saint-Marcel","Gaz naturel",4363,1628,0,186.5,49.7,4621.7,2317.5,0,428.8,114.4,496,173,0,54,14,"existant"
"2101N0836868Q","2021-12-02","A","maison",99.3,"Au Peage 01350 Culoz","Électricité",1397,592,0,201.4,12.6,3213.1,1919.9,0,463.3,29,288,122,0,42,3,"existant"
"2101N0912684Q","2021-12-12","C","maison",89.2,"Lotissement les Brovonnes 01390 Saint-Marcel","Gaz naturel",4093,1576,0,192.8,56.7,4239.9,2242.3,0,443.4,130.4,458,170,0,56,16,"existant"
"2101N0885184Y","2021-12-08","C","appartement",84.6,"457 Avenue de Vessy 01210 Ornex","Gaz naturel",3369.8,2929.1,0,206.6,443.4,3839.8,2929.1,0,475.2,1019.9,451.6,338.4,0,59.5,127.7,"existant"
"2101N0883334U","2021-12-08","C","appartement",41.2,"457 Avenue de Vessy 01210 Ornex","Gaz naturel",1328.1,3016.8,0,100.5,215.8,1513.3,3016.8,0,231.2,496.3,187.7,372.4,0,29.2,62.6,"existant"
"2101N0939242C","2021-12-16","A","appartement",69.8,"75 Rue Antoine Manigand 01540 Vonnas","Électricité",0,0,0,28.4,0,0,0,0,65.4,0,0,0,0,132.3,0,"existant"
"2101N0829134E","2021-12-01","A","maison",107.8,"Impasse du Chemin Vieux 01750 Replonges","Électricité",999,746,0,252.8,25.3,2297.7,2419.3,0,581.4,58.1,211,158,0,54,5,"existant"
"2101N0868894K","2021-12-07","C","appartement",61,"Chemin des Meuniers 01280 Prévessin-Moëns","Électricité",3657.7,1868.1,0,122.2,103.4,3718.8,1890.5,0,281.1,237.9,415.2,210.8,0,35.5,30,"existant"
"2101N0934969T","2021-12-16","C","maison",90.5,"Chemin de Veissieux le Haut 01600 Reyrieux","Gaz naturel",3547,1609,0,174.4,96.9,3887.6,2287,0,401.2,222.9,441,181,0,51,28,"existant"
"2101N0868976O","2021-12-07","C","appartement",61,"Chemin des Meuniers 01280 Prévessin-Moëns","Électricité",3657.7,1868.1,0,122.2,103.4,3718.8,1890.5,0,281.1,237.9,415.2,210.8,0,35.5,30,"existant"
"2101N0868896M","2021-12-07","C","appartement",61.3,"Chemin des Meuniers 01280 Prévessin-Moëns","Gaz naturel",3671.5,1870.5,0,122.7,103.8,3732.8,1892.9,0,282.2,238.8,416.7,211.1,0,35.6,30.1,"existant"
"2101N0940160K","2021-12-16","B","appartement",68.1,"75 Rue Antoine Manigand 01540 Vonnas","Électricité",1438.5,772.8,0,27.8,0,3308.6,2506.2,0,63.8,0,309.3,166.2,0,129.1,0,"existant"
"2101N0851606M","2021-12-05","A","maison",99.8,"Vie des Aigues 01150 Chazey-sur-Ain","Électricité",1474,655,0,198.9,0,3390.2,2124.2,0,457.5,0,298,133,0,40,0,"existant"
"2101N0951192S","2021-12-19","A","maison",118.2,"Chemin de la Bruyere 01600 Saint-Bernard","Électricité",1731,616,0,234.7,58.7,3981.3,1997.7,0,539.9,135,340,121,0,46,12,"existant"
"2101N0875638U","2021-12-07","A","maison",111.7,"Chemin de Bon Arrivoir 01750 Replonges","Électricité",903,709.5,0,232.2,141.9,2076.9,1631.9,0,534.1,326.4,194.7,153,0,50.1,30.6,"existant"
"2101N0851612S","2021-12-05","A","maison",98.6,"Impasse du Perrat 01480 Fareins","Électricité",1360,593,0,185.4,49.4,3128,1923.1,0,426.4,113.7,281,122,0,38,10,"existant"
"2101N0913155T","2021-12-12","C","maison",88.3,"Grande Rue des Brevonnes 01390 Saint-Marcel","Gaz naturel",4158,1566,0,180.3,22.5,4333.5,2228.2,0,414.7,51.8,468,169,0,52,7,"existant"
"2101N0939236W","2021-12-16","B","appartement",52.9,"75 Rue Antoine Manigand 01540 Vonnas","Électricité",720.9,902.3,0,21.6,0,1658.1,2926,0,49.6,0,155,194,0,100.3,0,"existant"
"2101N0939222I","2021-12-16","B","appartement",69.8,"75 Rue Antoine Manigand 01540 Vonnas","Électricité",1535.3,992.2,0,28.4,0,3531.2,3217.7,0,65.4,0,330.1,213.3,0,132.3,0,"existant"
"2101N0886330A","2021-12-08","C","appartement",65.7,"457 Avenue de Vessy 01210 Ornex","Gaz naturel",2794,2551.5,0,160.5,344.4,3183.7,2551.5,0,369.1,792.2,394,314.1,0,46.6,99.9,"existant"
"2101N0952031Z","2021-12-19","B","maison",123.8,"Chemin de la Roue 01220 Divonne-les-Bains","Électricité",2802.3,685.4,0,243.7,152.3,6445.3,1576.3,0,560.5,350.3,513.3,125.5,0,44.6,27.9,"existant"
"2101N0953911H","2021-12-19","A","maison",74.8,"87 Allee des Fritilaires 01290 Cormoranche-sur-Saône","Électricité",1235,653,0,152.2,0,2840.5,2117.7,0,349.9,0,261,138,0,32,0,"existant"
"2101N0828168A","2021-12-01","B","immeuble",128.5,"600 Rue des Entrepreneurs 01340 Attignat","Électricité",2614,636,608,918.5,0,6012.2,2062.5,1398.4,2112.4,0,505,150,117,217,0,"existant"
"2101N0991148M","2021-12-22","A","maison",132.1,"177 Rue de la Mairie 01120 Thil","Électricité",1369,799,0,277.1,0,3148.7,2591.2,0,637.3,0,274,160,0,55,0,"existant"
"2101N0935238C","2021-12-16","C","maison",100,"177 Rue de la Mairie 01120 Thil","Gaz naturel",3928,1745,0,199.5,49.9,3943.6,2482.4,0,458.9,114.7,418,187,0,58,14,"existant"
"2101N0849384A","2021-12-05","C","maison",79,"74 Chemin du Tonneau 01480 Ars-sur-Formans","Gaz naturel",2842.7,1495.7,0,148.6,120.8,2866.9,1507.8,0,341.9,277.8,319.5,168,0,43.1,35,"existant"
"2101N0941545R","2021-12-16","B","maison",93.6,"271 Rue sur la Mouillée 01360 Loyettes","Électricité",3231.5,690,0,207,69,3351.1,1587,0,476.1,158.7,375,194.2,0,58.3,19.4,"existant"
"2101N0851334A","2021-12-05","A","maison",100.2,"177 Rue de la Mairie 01120 Thil","Électricité",1474,587,0,199.8,62.5,3390.2,1903.6,0,459.6,143.6,299,119,0,41,13,"existant"
"2101N0935084E","2021-12-16","A","maison",114.7,"177 Rue de la Mairie 01120 Thil","Électricité",1842,623,0,212.6,42.5,4236.6,2020.4,0,488.9,97.8,360,122,0,42,8,"existant"
"2101N0825268M","2021-12-01","A","maison",193.8,"159 Rue des Jacquetières 01700 Beynost","Électricité",2139,870,0,397.9,99.5,4919.7,2821.4,0,915.2,228.8,475,193,0,88,22,"existant"
"2101N0912458Y","2021-12-12","C","maison",84.4,"67 Rue de la Mairie 01120 Thil","Gaz naturel",3549,1534,0,178.5,10.5,3576.3,2183.1,0,410.6,24.2,397,172,0,52,3,"existant"
"2101N0874845H","2021-12-07","A","maison",131.7,"737 Chemin du Renard 01600 Saint-Didier-de-Formans","Électricité",2380,659,0,273.4,48.2,5474,2137.1,0,628.7,111,444,123,0,51,9,"existant"
"2101N0906249D","2021-12-12","A","maison",106.4,"98 Chemin de la Source 01600 Saint-Didier-de-Formans","Électricité",1761,526,0,210.2,26.3,4050.3,1705.8,0,483.6,60.4,349,104,0,42,5,"existant"
"2101N0851412A","2021-12-05","C","maison",100.2,"45 Chemin des Gillards 01480 Ars-sur-Formans","Électricité",4750,1637.5,0,200,150,4782.5,1653.8,0,460,345,487.1,168.6,0,58,43.5,"existant"
"2201N0201773Y","2022-02-01","C","appartement",88.6,"Vonnas","Gaz naturel",2479.4,2334,0,52.6,0,2479.4,3290.9,0,120.9,0,275.7,259.6,0,181.3,0,"existant"
"2201N0021196R","2022-01-05","A","maison",135.5,"Route de Foissiat 01851 Marboz","Électricité",1613,958,0,351.3,95.8,3709.9,3106.8,0,808.1,220.4,308,183,0,67,18,"existant"
"2201N0075138J","2022-01-13","A","maison",91.1,"Chemin du Mont Peloux 01600 Massieux","Électricité",1219.9,527.9,0,187.7,152.5,2805.8,1214.1,0,431.7,350.7,258.7,111.9,0,39.8,32.3,"existant"
"2201N0233370F","2022-01-26","C","appartement",46.4,"Rue des Usiniers 01170 Gex","Gaz naturel",1312.7,1432.3,0,28.7,1.8,1368.6,2019.5,0,65.9,4.1,153.7,159.3,0,98.8,6.2,"existant"
"2201N0039705O","2022-01-09","C","maison",110.3,"Chemin de l'Ecole 01250 Saint-Just","Gaz naturel",4270,1771,0,213.5,62.8,4302.5,2542.9,0,491.1,144.4,447,188,0,62,18,"existant"
"2201N0226274H","2022-01-26","C","appartement",64.6,"Rue des Usiniers 01170 Gex","Gaz naturel",2194,1623,0,41.5,0,2270.2,2288.5,0,95.4,0,254.5,180.5,0,143.1,0,"existant"
"2201N0164680H","2022-01-05","C","appartement",74.3,"167 Rue des Marais 01120 La Boisse","Gaz naturel",2962.1,1536.6,0,51.3,5.7,2962.1,2166.6,0,117.9,13.1,329.4,170.9,0,176.7,19.6,"existant"
"2201N0204780P","2022-02-01","C","maison",84.5,"Rue des Maladières 01710 Thoiry","Gaz naturel",3550.3,2697.9,0,47.5,3.2,3578.8,3821.8,0,109.3,7.3,398.4,301.5,0,163.9,10.9,"existant"
"2201N0164692T","2022-01-05","C","appartement",77.1,"167 Rue des Marais 01120 La Boisse","Gaz naturel",3343.3,1559.2,0,53.2,5.9,3343.3,2198.5,0,122.3,13.6,371.8,173.4,0,183.4,20.4,"existant"
"2201N0103011K","2022-01-18","A","maison",137.5,"Route de Montclair 01340 Foissiat","Électricité",1461,664,83,298.8,83,3360.3,2153.4,190.9,687.2,190.9,291,132,17,59,17,"existant"
"2201N0003607E","2022-01-02","A","maison",NA,"Route des Deschamps 01380 Saint-Cyr-sur-Menthon","Électricité",1058,570,0,174,151,2434,1311,0,401,348,298,165,0,51,44,"existant"
"2201N2231307Y","2022-01-24","C","maison",121,"Chemin de Farreu 01170 Crozet","GPL",7246,1854,0,245.1,61.3,8241.8,2614.1,0,563.8,140.9,1133,265,0,66,16,"existant"
"2201N0141670H","2022-01-24","C","maison",126.2,"Chemin de Farreu 01170 Crozet","Gaz naturel",6666,1894,0,242.4,30.3,7591.6,2670.5,0,557.5,69.7,760,179,0,67,8,"existant"
"2201N0216502L","2022-01-26","C","appartement",65.2,"Rue des Usiniers 01170 Gex","Gaz naturel",2955.2,1632.1,0,41.4,0,3049.8,2301.2,0,95.2,0,341.7,181.5,0,142.8,0,"existant"
"2201N0216250T","2022-01-26","C","appartement",50.1,"Rue des Usiniers 01170 Gex","Gaz naturel",2022.2,1417.4,0,31.8,0,2104.3,4596.6,0,73.1,0,236.2,411.1,0,109.6,0,"existant"
"2201N0216288F","2022-01-26","C","appartement",43.4,"Rue des Usiniers 01170 Gex","Gaz naturel",1077.9,1442.3,0,27.6,0,1121.7,2033.6,0,63.4,0,125.9,160.4,0,95,0,"existant"
"2201N0164690R","2022-01-05","C","appartement",74.4,"167 Rue des Marais 01120 La Boisse","Gaz naturel",3301.5,1537.2,0,51.3,5.7,3301.5,2167.4,0,118,13.1,367.2,170.9,0,176.9,19.7,"existant"
"2201N0216543A","2022-01-26","C","appartement",78.3,"Rue des Usiniers 01170 Gex","Gaz naturel",3419.3,1749.6,0,49.7,0,3528.7,2467,0,114.4,0,395.3,194.6,0,171.4,0,"existant"
"2201N0216402P","2022-01-26","B","appartement",46.4,"Rue des Usiniers 01170 Gex","Gaz naturel",1312.7,0,0,28.7,1.8,1368.6,0,0,65.9,4.1,153.7,0,0,98.8,6.2,"existant"
"2201N0216256Z","2022-01-26","C","appartement",65.4,"Rue des Usiniers 01170 Gex","Gaz naturel",1980.1,1695.4,0,41.5,0,2060.5,2390.6,0,95.5,0,231.3,188.6,0,143.1,0,"existant"
"2201N1824671C","2022-01-24","C","maison",117.6,"Chemin de Farreu 01170 Crozet","Gaz naturel",4456.6,1348.5,0,66.7,8.9,4456.6,1901.4,0,153.4,20.4,450.4,136.3,0,229.9,30.6,"existant"
"2201N0216297O","2022-01-26","C","appartement",65.4,"Rue des Usiniers 01170 Gex","Gaz naturel",1980.1,1695.4,0,41.5,0,2060.5,2390.6,0,95.5,0,231.3,188.6,0,143.1,0,"existant"
"2201N0046874H","2022-01-10","A","maison",111.6,"Rue de l’Ecole 01310 Montcet","Électricité",1551,985,0,256.3,94.4,3567.3,3194.4,0,589.5,217.2,296,188,0,49,18,"existant"
"2201N0216318J","2022-01-26","C","appartement",33.7,"Rue des Usiniers 01170 Gex","Gaz naturel",1994.5,0,0,21.7,0,2063.7,0,0,49.8,0,231.3,0,0,74.7,0,"existant"
"2201N0106524N","2022-01-18","A","maison",83.4,"Rue des Bles d’Or 01320 Saint-Nizier-le-Désert","Électricité",1022,697,57,181.5,0,2350.6,2260.4,131.1,417.3,0,221,151,12,39,0,"existant"
"2201N0115567I","2022-01-19","B","maison",90,"Chemin de la Foret 01300 Peyrieu","Bois – Granulés (pellets) ou briquettes",4008,760,0,187.4,0,5226.1,2464.7,0,431,0,388,165,0,41,0,"existant"
"2201N0216263G","2022-01-26","C","appartement",78.3,"Rue des Usiniers 01170 Gex","Gaz naturel",3224.8,1815.6,0,49.7,0,3355.8,2559.9,0,114.3,0,376.7,201.9,0,171.4,0,"existant"
"2201N0204768D","2022-02-01","C","maison",84,"Rue des Maladières 01710 Thoiry","Gaz naturel",3530.2,2692.7,0,47.3,3.2,3558.5,3814.4,0,108.7,7.2,396.2,300.9,0,162.9,10.9,"existant"
"2201N0113707U","2022-01-19","A","maison",141.4,"Chemin de Prebois 01440 Viriat","Électricité",1767,524,0,294.5,32.7,4064.1,1699.3,0,677.3,75.3,348,103,0,58,6,"existant"
"2201N0216372L","2022-01-26","B","appartement",43.9,"Rue des Usiniers 01170 Gex","Gaz naturel",1457.9,0,0,28.2,0,1508.5,0,0,64.9,0,169.1,0,0,97.3,0,"existant"
"2201N0216521E","2022-01-26","C","appartement",65.2,"Rue des Usiniers 01170 Gex","Gaz naturel",2955.2,1632.1,0,41.4,0,3049.8,2301.2,0,95.2,0,341.7,181.5,0,142.8,0,"existant"
"2201N0023416B","2022-01-05","A","maison",127.9,"avenue saint-exupéry  (Châtillon-en-Michaille) 01200 Valserhône","Électricité",1748,541,0,247.5,46.4,4020.4,1754.5,0,569.3,106.7,345,107,0,49,9,"existant"
